Article,Article Description,Movement Type Text,Movement type,Qty in unit of entry,Reference,Entry Date,Sales Value inc. VAT,Sales Value,Document Header Text,Document Date,Order Price Unit,Qty in OPUn,Amt.in loc.cur.,Purchase order,Base Unit of Measure,Debit/Credit ind,User Name,Trans./Event Type
556818,Kiehls Creamy Eye S0602801 ECR,GI Sales without ED,Z51,-1,7976,08/01/2022,-485.00,-430.00,POS/8210,08/01/2022,,0.000,-241.08,,PC,H,BWREMOTE_P34,WA
1005840,Kiehls Ultra F. S1136003 MSK,GI Sales without ED,Z51,-1,7999,08/01/2022,-330.00,-330.00,POS/8210,08/01/2022,,0.000,-163.90,,PC,H,BWREMOTE_P34,WA
1043918,La Mer 523M010000 TO,GI Sales without ED,Z51,-1,8035,08/01/2022,-770.00,-626.25,POS/8210,08/01/2022,,0.000,-449.34,,PC,H,BWREMOTE_P34,WA
1093518,Shisei Vital Perfec 11075 DCR,GI Sales without ED,Z51,-1,8035,08/01/2022,-705.00,-528.75,POS/8210,08/01/2022,,0.000,-295.75,,PC,H,BWREMOTE_P34,WA
1120646,Philo Purity 56001979000 CL,GI Sales without ED,Z51,-3,8024,08/01/2022,-576.00,-576.00,POS/8210,08/01/2022,,0.000,-223.92,,PC,H,BWREMOTE_P34,WA
1144269,Cliniq Smart Z5CL01 NCR,GI Sales without ED,Z51,-1,7969,08/01/2022,-490.00,-545.00,POS/8210,08/01/2022,,0.000,-280.50,,PC,H,BWREMOTE_P34,WA
1245610,Clarins Multi Act 80019469 ECR,GI Sales without ED,Z51,-1,7980,08/01/2022,-480.00,-384.00,POS/8210,08/01/2022,,0.000,-230.68,,PC,H,BWREMOTE_P34,WA
1248762,Clarins Multi Act 80026904 SET,GI Sales without ED,Z51,-1,8035,08/01/2022,"-1,100.00",-825.00,POS/8210,08/01/2022,,0.000,-529.06,,PC,H,BWREMOTE_P34,WA
1369290,Ritual Sakura 1106463 BOCR,GI Sales without ED,Z51,-1,4827,08/01/2022,-185.00,-168.00,POS/8210,08/01/2022,,0.000,-63.67,,PC,H,BWREMOTE_P34,WA
1416491,Ritual Ayurveda 1105459 BOSCR,GI Sales without ED,Z51,-1,8024,08/01/2022,-145.00,-116.00,POS/8210,08/01/2022,,0.000,-50.82,,PC,H,BWREMOTE_P34,WA
1416524,Ritual Sakura 1106567 BOSCR,GI Sales without ED,Z51,-1,4827,08/01/2022,-145.00,-116.00,POS/8210,08/01/2022,,0.000,-50.81,,PC,H,BWREMOTE_P34,WA
1437563,Clarins Firming 80045944 BOCR,GI Sales without ED,Z51,-1,8035,08/01/2022,-550.00,-412.50,POS/8210,08/01/2022,,0.000,-264.55,,PC,H,BWREMOTE_P34,WA
1443185,Clarins Multi Act 80063963 SET,GI Sales without ED,Z51,-1,7980,08/01/2022,"-1,350.00","-1,080.00",POS/8210,08/01/2022,,0.000,-648.90,,PC,H,BWREMOTE_P34,WA
1470622,Clarins Clean 80071907 CL,GI Sales without ED,Z51,-1,7980,08/01/2022,-240.00,-192.00,POS/8210,08/01/2022,,0.000,-115.42,,PC,H,BWREMOTE_P34,WA
1471338,Ritual Mehr 1109931 BOCR,GI Sales without ED,Z51,-1,8024,08/01/2022,-185.00,-126.00,POS/8210,08/01/2022,,0.000,-92.31,,PC,H,BWREMOTE_P34,WA
1471339,Ritual Mehr 1109933 BOSCR,GI Sales without ED,Z51,-1,8024,08/01/2022,-145.00,-136.00,POS/8210,08/01/2022,,0.000,-66.42,,PC,H,BWREMOTE_P34,WA
1472725,Caudal Sun 240 SUNSP,GI Sales without ED,Z51,-1,8006,08/01/2022,-250.00,-250.00,POS/8210,08/01/2022,,0.000,-97.73,,PC,H,BWREMOTE_P34,WA
1472725,Caudal Sun 240 SUNSP,RE Sales Non-EU,Z52,1,8008,08/01/2022,250.00,250.00,POS/8210,08/01/2022,,0.000,97.73,,PC,S,BWREMOTE_P34,WA
1472725,Caudal Sun 240 SUNSP,GI Sales without ED,Z51,-1,8009,08/01/2022,-250.00,-250.00,POS/8210,08/01/2022,,0.000,-97.73,,PC,H,BWREMOTE_P34,WA
1472742,Caudal Vinoclean 312 CLMI,GI for cost center,201,-1,,08/01/2022,-190.00,0.00,Extend Fun Pass,08/01/2022,,0.000,-73.29,,PC,H,CHOWB,WA
1473005,Ritual Other 1101310 LBALM,GI Sales without ED,Z51,-1,8009,08/01/2022,-100.00,-92.00,POS/8210,08/01/2022,,0.000,-45.86,,PC,H,BWREMOTE_P34,WA
1473005,Ritual Other 1101310 LBALM,RE Sales Non-EU,Z52,1,8008,08/01/2022,100.00,115.00,POS/8210,08/01/2022,,0.000,45.86,,PC,S,BWREMOTE_P34,WA
1473005,Ritual Other 1101310 LBALM,GI Sales without ED,Z51,-1,8006,08/01/2022,-100.00,-115.00,POS/8210,08/01/2022,,0.000,-45.85,,PC,H,BWREMOTE_P34,WA
1473092,Ritual Sakura 1105079 HDCR,GI Sales without ED,Z51,-1,8024,08/01/2022,-100.00,-92.00,POS/8210,08/01/2022,,0.000,-45.85,,PC,H,BWREMOTE_P34,WA
1473092,Ritual Sakura 1105079 HDCR,RE Sales Non-EU,Z52,1,8008,08/01/2022,100.00,115.00,POS/8210,08/01/2022,,0.000,45.85,,PC,S,BWREMOTE_P34,WA
1473092,Ritual Sakura 1105079 HDCR,GI Sales without ED,Z51,-1,8006,08/01/2022,-100.00,-115.00,POS/8210,08/01/2022,,0.000,-45.85,,PC,H,BWREMOTE_P34,WA
1473092,Ritual Sakura 1105079 HDCR,GI Sales without ED,Z51,-1,8009,08/01/2022,-100.00,-92.00,POS/8210,08/01/2022,,0.000,-45.85,,PC,H,BWREMOTE_P34,WA
1473093,Ritual Jing 1105147 HDCR,GI Sales without ED,Z51,-1,8024,08/01/2022,-100.00,-92.00,POS/8210,08/01/2022,,0.000,-52.48,,PC,H,BWREMOTE_P34,WA
1473097,Ritual White 1105981 HOME,GI Sales without ED,Z51,-1,4827,08/01/2022,-290.00,-268.00,POS/8210,08/01/2022,,0.000,-147.94,,PC,H,BWREMOTE_P34,WA
1473106,Ritual Ayur 1106385 B+SG,GI Sales without ED,Z51,-1,8024,08/01/2022,-85.00,-68.00,POS/8210,08/01/2022,,0.000,-38.97,,PC,H,BWREMOTE_P34,WA
1473150,Ritual Black 1109602 CANDL,GI Sales without ED,Z51,-1,8017,08/01/2022,-295.00,-340.00,POS/8210,08/01/2022,,0.000,-135.15,,PC,H,BWREMOTE_P34,WA
1473150,Ritual Black 1109602 CANDL,GI Sales without ED,Z51,-1,4827,08/01/2022,-295.00,-272.00,POS/8210,08/01/2022,,0.000,-135.16,,PC,H,BWREMOTE_P34,WA
1473152,Ritual Floral 1109605 CANDL,GI Sales without ED,Z51,-1,8009,08/01/2022,-295.00,-272.00,POS/8210,08/01/2022,,0.000,-153.48,,PC,H,BWREMOTE_P34,WA
1473152,Ritual Floral 1109605 CANDL,RE Sales Non-EU,Z52,1,8008,08/01/2022,295.00,340.00,POS/8210,08/01/2022,,0.000,153.48,,PC,S,BWREMOTE_P34,WA
1473152,Ritual Floral 1109605 CANDL,GI Sales without ED,Z51,-1,8006,08/01/2022,-295.00,-340.00,POS/8210,08/01/2022,,0.000,-153.48,,PC,H,BWREMOTE_P34,WA
1473156,Ritual Floral 1109729 OTH,GI Sales without ED,Z51,-1,4827,08/01/2022,-200.00,-160.00,POS/8210,08/01/2022,,0.000,-92.39,,PC,H,BWREMOTE_P34,WA
1473172,Ritual Mehr 1111487 SET,GI Sales without ED,Z51,-1,4831,08/01/2022,-295.00,-295.00,POS/8210,08/01/2022,,0.000,-135.20,,PC,H,BWREMOTE_P34,WA
1489399,EYS PCE 8pk 560g,GI Sales without ED,Z51,-1,8013,08/01/2022,-445.00,-445.00,POS/8210,08/01/2022,,0.000,-206.15,,PC,H,BWREMOTE_P34,WA
221402,Kiehls Ultra Faci S0666105 DCR,GI Sales without ED,Z51,-1,7860,07/01/2022,-580.00,-590.00,POS/8210,07/01/2022,,0.000,-288.44,,PC,H,BWREMOTE_P34,WA
221402,Kiehls Ultra Faci S0666105 DCR,GI Sales without ED,Z51,-1,7917,07/01/2022,-580.00,-460.20,POS/8210,07/01/2022,,0.000,-288.43,,PC,H,BWREMOTE_P34,WA
652358,L'Occi Verben 15LC250VB3 BL,GI Sales without ED,Z51,-1,7950,07/01/2022,-260.00,-260.00,POS/8210,07/01/2022,,0.000,-121.60,,PC,H,BWREMOTE_P34,WA
1066643,EL Pure Color YJRR19 LS,GI Sales without ED,Z51,-1,7932,07/01/2022,-280.00,-300.00,POS/8210,07/01/2022,,0.000,-160.21,,PC,H,BWREMOTE_P34,WA
1179243,Armani Lips Maestr L5800502 LS,GI Sales without ED,Z51,-1,7917,07/01/2022,-315.00,-245.70,POS/8210,07/01/2022,,0.000,-156.62,,PC,H,BWREMOTE_P34,WA
1210395,EL Revitalizing RJ2F01 MOI,GI Sales without ED,Z51,-1,7917,07/01/2022,-940.00,-764.40,POS/8210,07/01/2022,,0.000,-538.33,,PC,H,BWREMOTE_P34,WA
1255286,Kiehls Dermatol S0855901 SER,GI Sales without ED,Z51,-1,7917,07/01/2022,"-1,295.00","-1,010.10",POS/8210,07/01/2022,,0.000,-644.26,,PC,H,BWREMOTE_P34,WA
1300567,Cliniq Cheek Pop 7THL08 BLU,GI Sales without ED,Z51,-1,7935,07/01/2022,-155.00,-93.00,POS/8210,07/01/2022,,0.000,-88.70,,PC,H,BWREMOTE_P34,WA
1303189,EL Micro Essence P47801 LO,GI Sales without ED,Z51,-1,7917,07/01/2022,"-1,365.00","-1,107.60",POS/8210,07/01/2022,,0.000,-781.74,,PC,H,BWREMOTE_P34,WA
1312740,La Mer Luminous 5NM701 MUP,GI Sales without ED,Z51,-2,7917,07/01/2022,"-2,080.00","-1,770.60",POS/8210,07/01/2022,,0.000,"-1,191.19",,PC,H,BWREMOTE_P34,WA
1334506,EL Double Wear P6PR01 ACC,GI Sales without ED,Z51,-1,4784,07/01/2022,-140.00,-95.00,POS/8210,07/01/2022,,0.000,-80.10,,PC,H,BWREMOTE_P34,WA
1379829,Kiehls Calendula S3198300 CR,GI Sales without ED,Z51,-1,7902,07/01/2022,-405.00,-373.50,POS/8210,07/01/2022,,0.000,-201.31,,PC,H,BWREMOTE_P34,WA
1396232,L'Occi Karit HKOCVKIT00340 SET,GI Sales without ED,Z51,-1,7857,07/01/2022,-270.00,-243.00,POS/8210,07/01/2022,,0.000,-126.18,,PC,H,BWREMOTE_P34,WA
1409870,Philo Renewe 56220292000 LBALM,GI Sales without ED,Z51,-1,7935,07/01/2022,-152.00,-152.00,POS/8210,07/01/2022,,0.000,-59.07,,PC,H,BWREMOTE_P34,WA
1462990,YSL Encre F7550700 MUP,GI Sales without ED,Z51,-1,7932,07/01/2022,-580.00,-615.00,POS/8210,07/01/2022,,0.000,-288.41,,PC,H,BWREMOTE_P34,WA
1470622,Clarins Clean 80071907 CL,GI Sales without ED,Z51,-1,7924,07/01/2022,-240.00,-240.00,POS/8210,07/01/2022,,0.000,-115.43,,PC,H,BWREMOTE_P34,WA
1472770,Caudal Winter Duo 2737 SET,GI Sales without ED,Z51,-1,7942,07/01/2022,-100.00,-100.00,POS/8210,07/01/2022,,0.000,-39.70,,PC,H,BWREMOTE_P34,WA
1473106,Ritual Ayur 1106385 B+SG,GI Sales without ED,Z51,-1,7867,07/01/2022,-85.00,-68.00,POS/8210,07/01/2022,,0.000,-38.97,,PC,H,BWREMOTE_P34,WA
1473124,Ritual Mehr 1107166 OTH,GI Sales without ED,Z51,-1,7880,07/01/2022,-255.00,-295.00,POS/8210,07/01/2022,,0.000,-135.10,,PC,H,BWREMOTE_P34,WA
1473128,Ritual Jing 1107419 HOME,GI Sales without ED,Z51,-1,7867,07/01/2022,-295.00,-236.00,POS/8210,07/01/2022,,0.000,-136.17,,PC,H,BWREMOTE_P34,WA
1473172,Ritual Mehr 1111487 SET,GI Sales without ED,Z51,-1,7867,07/01/2022,-295.00,-236.00,POS/8210,07/01/2022,,0.000,-135.21,,PC,H,BWREMOTE_P34,WA
1478535,L'Occi Almo 29LC200A20US BOMOI,GI Sales without ED,Z51,-1,7924,07/01/2022,-475.00,-475.00,POS/8210,07/01/2022,,0.000,-222.33,,PC,H,BWREMOTE_P34,WA
1487081,L'Oréa Revita TS884800 SET,GI Sales without ED,Z51,-2,4797,07/01/2022,-950.00,-712.50,POS/8210,07/01/2022,,0.000,-456.72,,PC,H,BWREMOTE_P34,WA
1489483,Ritual Sakura 17916 HOME,GI Sales without ED,Z51,-1,7867,07/01/2022,-155.00,-124.00,POS/8210,07/01/2022,,0.000,-71.06,,PC,H,BWREMOTE_P34,WA
1490445,L'Occi Osman 11LC250O21 BOLO,GI Sales without ED,Z51,-1,7860,07/01/2022,-260.00,-260.00,POS/8210,07/01/2022,,0.000,-121.80,,PC,H,BWREMOTE_P34,WA
1490451,L'Occi Osman HKOCVKIT00471 SET,GI Sales without ED,Z51,-1,7950,07/01/2022,-485.00,-485.00,POS/8210,07/01/2022,,0.000,-227.26,,PC,H,BWREMOTE_P34,WA
979991,Kiehls Ultra Faci. S1243100 CL,GI Sales without ED,Z51,-1,7806,06/01/2022,-190.00,-190.00,POS/8210,06/01/2022,,0.000,-94.70,,PC,H,BWREMOTE_P34,WA
1047401,L'Occi Verben 15MA075VB4 HDCR,GI Sales without ED,Z51,-1,7776,06/01/2022,-185.00,-185.00,POS/8210,06/01/2022,,0.000,-86.70,,PC,H,BWREMOTE_P34,WA
1064418,Cliniq Cheek Pop 7THL02 BLU,GI Sales without ED,Z51,-1,7824,06/01/2022,-155.00,-93.00,POS/8210,06/01/2022,,0.000,-88.69,,PC,H,BWREMOTE_P34,WA
1081046,Kenzo Flower K010233 EDTS,RE Sales Non-EU,Z52,1,7761,06/01/2022,288.00,288.00,POS/8210,06/01/2022,,0.000,102.96,,PC,S,BWREMOTE_P34,WA
1081046,Kenzo Flower K010233 EDTS,GI Sales without ED,Z51,-1,7762,06/01/2022,-288.00,-273.60,POS/8210,06/01/2022,,0.000,-102.96,,PC,H,BWREMOTE_P34,WA
1081046,Kenzo Flower K010233 EDTS,GI Sales without ED,Z51,-1,7760,06/01/2022,-288.00,-288.00,POS/8210,06/01/2022,,0.000,-102.96,,PC,H,BWREMOTE_P34,WA
1090649,Jacobs Daisy 99350071149 EDTS,GI Sales without ED,Z51,-1,7762,06/01/2022,-559.00,-531.05,POS/8210,06/01/2022,,0.000,-217.34,,PC,H,BWREMOTE_P34,WA
1090649,Jacobs Daisy 99350071149 EDTS,GI Sales without ED,Z51,-1,7760,06/01/2022,-559.00,-559.00,POS/8210,06/01/2022,,0.000,-217.34,,PC,H,BWREMOTE_P34,WA
1090649,Jacobs Daisy 99350071149 EDTS,RE Sales Non-EU,Z52,1,7761,06/01/2022,559.00,559.00,POS/8210,06/01/2022,,0.000,217.34,,PC,S,BWREMOTE_P34,WA
1194788,L'Occi Almond 29RH500A15 B+SG,GI Sales without ED,Z51,-1,4746,06/01/2022,-310.00,-232.50,POS/8210,06/01/2022,,0.000,-144.62,,PC,H,BWREMOTE_P34,WA
1272214,Tiffan Signa 99350133621 EDPS,RE Sales Non-EU,Z52,1,7761,06/01/2022,894.00,894.00,POS/8210,06/01/2022,,0.000,347.83,,PC,S,BWREMOTE_P34,WA
1272214,Tiffan Signa 99350133621 EDPS,GI Sales without ED,Z51,-1,7760,06/01/2022,-894.00,-894.00,POS/8210,06/01/2022,,0.000,-347.83,,PC,H,BWREMOTE_P34,WA
1272214,Tiffan Signa 99350133621 EDPS,GI Sales without ED,Z51,-1,7762,06/01/2022,-894.00,-849.30,POS/8210,06/01/2022,,0.000,-347.83,,PC,H,BWREMOTE_P34,WA
1457336,Ritual Amsterdam 1105531 HDW,GI Sales without ED,Z51,-1,4742,06/01/2022,-115.00,-104.00,POS/8210,06/01/2022,,0.000,-52.66,,PC,H,BWREMOTE_P34,WA
1469544,Sulwha Clean 111173350 OIL,GI Sales without ED,Z51,-1,7824,06/01/2022,-309.00,-271.92,POS/8210,06/01/2022,,0.000,-96.87,,PC,H,BWREMOTE_P34,WA
1472769,Caudal Winter Duo 2736 SET,GI Sales without ED,Z51,-1,7797,06/01/2022,-100.00,-100.00,POS/8210,06/01/2022,,0.000,-39.70,,PC,H,BWREMOTE_P34,WA
1473128,Ritual Jing 1107419 HOME,GI Sales without ED,Z51,-1,7769,06/01/2022,-295.00,-295.00,POS/8210,06/01/2022,,0.000,-136.17,,PC,H,BWREMOTE_P34,WA
1473172,Ritual Mehr 1111487 SET,GI Sales without ED,Z51,-1,7801,06/01/2022,-295.00,-265.50,POS/8210,06/01/2022,,0.000,-135.20,,PC,H,BWREMOTE_P34,WA
1473172,Ritual Mehr 1111487 SET,GI Sales without ED,Z51,-1,4742,06/01/2022,-295.00,-236.00,POS/8210,06/01/2022,,0.000,-135.21,,PC,H,BWREMOTE_P34,WA
1473174,Ritual Ayur 1111744 SET,GI Sales without ED,Z51,-1,4742,06/01/2022,-230.00,-184.00,POS/8210,06/01/2022,,0.000,-105.60,,PC,H,BWREMOTE_P34,WA
1473175,Ritual Sakura 1111745 SET,GI Sales without ED,Z51,-1,4742,06/01/2022,-230.00,-184.00,POS/8210,06/01/2022,,0.000,-105.72,,PC,H,BWREMOTE_P34,WA
1473653,L'Occi Alm HKOCVKIT00464 SET,GI Sales without ED,Z51,-2,4746,06/01/2022,"-1,240.00",-930.00,POS/8210,06/01/2022,,0.000,-582.44,,PC,H,BWREMOTE_P34,WA
1477537,Kiehls Super S3802300 CR,GI Sales without ED,Z51,-1,7820,06/01/2022,-765.00,-765.00,POS/8210,06/01/2022,,0.000,-381.82,,PC,H,BWREMOTE_P34,WA
1477802,Sulwha TR 111173455 SET,GI Sales without ED,Z51,-1,7824,06/01/2022,"-1,854.00","-1,631.52",POS/8210,06/01/2022,,0.000,-632.79,,PC,H,BWREMOTE_P34,WA
1479224,Bioth Force S TS864000 SET,GI Sales without ED,Z51,-1,7820,06/01/2022,"-1,385.00","-1,730.00",POS/8210,06/01/2022,,0.000,-689.77,,PC,H,BWREMOTE_P34,WA
1012209,L'Occi Almond 29HD500A15 SOIL,GI Sales without ED,Z51,-1,7720,05/01/2022,-355.00,-266.25,POS/8210,05/01/2022,,0.000,-170.83,,PC,H,BWREMOTE_P34,WA
1214221,Bvlg BLV Homme 83150 EDTS,GI Sales without ED,Z51,-1,7709,05/01/2022,-820.00,-656.00,POS/8210,05/01/2022,,0.000,-289.86,,PC,H,BWREMOTE_P34,WA
1251870,D&G Light B 30328050000 EDPS,GI Sales without ED,Z51,-1,7701,05/01/2022,-652.00,-652.00,POS/8210,05/01/2022,,0.000,-276.46,,PC,H,BWREMOTE_P34,WA
1471334,Ritual Sakura 1107176 HOME,GI Sales without ED,Z51,-1,7734,05/01/2022,-145.00,-136.00,POS/8210,05/01/2022,,0.000,-66.42,,PC,H,BWREMOTE_P34,WA
1473114,Ritual Jing 1106884 HOME,GI Sales without ED,Z51,-1,7734,05/01/2022,-175.00,-140.00,POS/8210,05/01/2022,,0.000,-80.18,,PC,H,BWREMOTE_P34,WA
1473120,Ritual Jing 1107150 CANDL,GI Sales without ED,Z51,-1,7734,05/01/2022,-225.00,-180.00,POS/8210,05/01/2022,,0.000,-103.92,,PC,H,BWREMOTE_P34,WA
1473172,Ritual Mehr 1111487 SET,GI Sales without ED,Z51,-1,7720,05/01/2022,-295.00,-221.25,POS/8210,05/01/2022,,0.000,-135.20,,PC,H,BWREMOTE_P34,WA
1473651,L'Occi Imm HKOCVKIT00413 SET,GI Sales without ED,Z51,-1,7720,05/01/2022,-840.00,-630.00,POS/8210,05/01/2022,,0.000,-393.11,,PC,H,BWREMOTE_P34,WA
1496428,L'Occi Holi HKOCVKIT00476 SET,GI Sales without ED,Z51,-1,7720,05/01/2022,-490.00,-367.50,POS/8210,05/01/2022,,0.000,-229.72,,PC,H,BWREMOTE_P34,WA
1325783,Lancô Teint Idol L8082200 FOUN,GI Sales without ED,Z51,-1,4688,04/01/2022,-430.00,-450.00,POS/8210,04/01/2022,,0.000,-213.96,,PC,H,BWREMOTE_P34,WA
1325993,YSL Y L8238400 EDPS,GI Sales without ED,Z51,-1,4685,04/01/2022,-970.00,-970.00,POS/8210,04/01/2022,,0.000,-481.90,,PC,H,BWREMOTE_P34,WA
1369290,Ritual Sakura 1106463 BOCR,GI Sales without ED,Z51,-1,7658,04/01/2022,-185.00,-210.00,POS/8210,04/01/2022,,0.000,-63.67,,PC,H,BWREMOTE_P34,WA
1372691,L'Oréa Revita G3627000 DCR,GI Sales without ED,Z51,-1,7658,04/01/2022,-345.00,-345.00,POS/8210,04/01/2022,,0.000,-159.00,,PC,H,BWREMOTE_P34,WA
1457333,Ritual Amsterdam 1105518 B+SG,GI Sales without ED,Z51,-1,7668,04/01/2022,-95.00,-88.00,POS/8210,04/01/2022,,0.000,-43.53,,PC,H,BWREMOTE_P34,WA
1472769,Caudal Winter Duo 2736 SET,GI Sales without ED,Z51,-1,7677,04/01/2022,-100.00,-100.00,POS/8210,04/01/2022,,0.000,-39.70,,PC,H,BWREMOTE_P34,WA
1473104,Ritual Black 1106101 OTH,GI Sales without ED,Z51,-1,7651,04/01/2022,-440.00,-510.00,POS/8210,04/01/2022,,0.000,-224.10,,PC,H,BWREMOTE_P34,WA
1473126,Ritual Jing 1107180 OTH,GI Sales without ED,Z51,-1,7658,04/01/2022,-295.00,-295.00,POS/8210,04/01/2022,,0.000,-136.17,,PC,H,BWREMOTE_P34,WA
1473127,Ritual Amst 1107321 SET,GI Sales without ED,Z51,-1,7658,04/01/2022,-445.00,-515.00,POS/8210,04/01/2022,,0.000,-204.16,,PC,H,BWREMOTE_P34,WA
1473152,Ritual Floral 1109605 CANDL,GI Sales without ED,Z51,-1,7668,04/01/2022,-295.00,-272.00,POS/8210,04/01/2022,,0.000,-153.48,,PC,H,BWREMOTE_P34,WA
1473155,Ritual White 1109609 CANDL,GI Sales without ED,Z51,-1,7668,04/01/2022,-295.00,-272.00,POS/8210,04/01/2022,,0.000,-135.16,,PC,H,BWREMOTE_P34,WA
1473155,Ritual White 1109609 CANDL,GI Sales without ED,Z51,-1,7649,04/01/2022,-295.00,-340.00,POS/8210,04/01/2022,,0.000,-135.16,,PC,H,BWREMOTE_P34,WA
639002,Lancô Pur Rituel L5449200 TO,GI Sales without ED,Z51,-1,7590,03/01/2022,-445.00,-455.00,POS/8210,03/01/2022,,0.000,-221.33,,PC,H,BWREMOTE_P34,WA
1002793,Biotherm Force L2679500 CR,GI Sales without ED,Z51,-1,4620,03/01/2022,-365.00,-435.00,POS/8210,03/01/2022,,0.000,-181.54,,PC,H,BWREMOTE_P34,WA
1019508,Kiehls Dermatol S0855800 SOL,GI Sales without ED,Z51,-1,4629,03/01/2022,-785.00,-785.00,POS/8210,03/01/2022,,0.000,-390.32,,PC,H,BWREMOTE_P34,WA
1043918,La Mer 523M010000 TO,GI Sales without ED,Z51,-1,7633,03/01/2022,-770.00,-835.00,POS/8210,03/01/2022,,0.000,-449.34,,PC,H,BWREMOTE_P34,WA
1094216,Bioth Ho Fo Supr L5601900 ESER,GI Sales without ED,Z51,-1,4620,03/01/2022,-515.00,-710.00,POS/8210,03/01/2022,,0.000,-255.77,,PC,H,BWREMOTE_P34,WA
1146144,Bioth Ho Fo Supr L6847100 CR,GI Sales without ED,Z51,-1,4620,03/01/2022,-805.00,-980.00,POS/8210,03/01/2022,,0.000,-400.09,,PC,H,BWREMOTE_P34,WA
1220718,Clarins White 80014818 MSK,GI Sales without ED,Z51,-1,7606,03/01/2022,-450.00,-337.50,POS/8210,03/01/2022,,0.000,-216.30,,PC,H,BWREMOTE_P34,WA
1282650,Caudal Body 79 HDCR,GI Sales without ED,Z51,-2,7583,03/01/2022,-220.00,-220.00,POS/8210,03/01/2022,,0.000,-79.40,,PC,H,BWREMOTE_P34,WA
1317979,Bioth Force S L7378200 MCARE,GI Sales without ED,Z51,-1,4620,03/01/2022,-475.00,-550.00,POS/8210,03/01/2022,,0.000,-235.96,,PC,H,BWREMOTE_P34,WA
1369290,Ritual Sakura 1106463 BOCR,GR goods receipt,101,276,0183340538,03/01/2022,"51,060.00",0.00,,22/12/2021,PC,276,"17,578.54",4503840525,PC,S,ZHANGJ,WE
1372416,Ritual Ayurveda 1106378 BOCR,GI Sales without ED,Z51,-2,7606,03/01/2022,-370.00,-277.50,POS/8210,03/01/2022,,0.000,-169.65,,PC,H,BWREMOTE_P34,WA
1372418,Ritual Sakura 1106468 B+SG,GR goods receipt,101,24,0183340535,03/01/2022,"2,040.00",0.00,,22/12/2021,PC,24,702.36,4503840522,PC,S,ZHANGJ,WE
1442326,YSL Tatou C LB415800 LS,GI Sales without ED,Z51,-1,7606,03/01/2022,-335.00,-266.25,POS/8210,03/01/2022,,0.000,-166.46,,PC,H,BWREMOTE_P34,WA
1471331,Ritual Ayurveda 1107157 HOME,GI Sales without ED,Z51,-1,7559,03/01/2022,-145.00,-170.00,POS/8210,03/01/2022,,0.000,-66.42,,PC,H,BWREMOTE_P34,WA
1471332,Ritual Mehr 1107167 HOME,GR goods receipt,101,24,0183340536,03/01/2022,"3,480.00",0.00,,22/12/2021,PC,24,"1,882.65",4503840523,PC,S,ZHANGJ,WE
1471334,Ritual Sakura 1107176 HOME,GI Sales without ED,Z51,-1,7575,03/01/2022,-145.00,-170.00,POS/8210,03/01/2022,,0.000,-66.42,,PC,H,BWREMOTE_P34,WA
1471337,Ritual Mehr 1109927 B+SG,GR goods receipt,101,96,0183340535,03/01/2022,"8,160.00",0.00,,22/12/2021,PC,96,"4,210.33",4503840522,PC,S,ZHANGJ,WE
1471338,Ritual Mehr 1109931 BOCR,GR goods receipt,101,24,0183340538,03/01/2022,"4,440.00",0.00,,22/12/2021,PC,24,"2,327.68",4503840525,PC,S,ZHANGJ,WE
1473008,Ritual Floral 1104830 OTH,GR goods receipt,101,36,0183340536,03/01/2022,"15,840.00",0.00,,22/12/2021,PC,36,"8,480.66",4503840523,PC,S,ZHANGJ,WE
1473093,Ritual Jing 1105147 HDCR,GR goods receipt,101,72,0183340538,03/01/2022,"7,200.00",0.00,,22/12/2021,PC,72,"3,825.29",4503840525,PC,S,ZHANGJ,WE
1473097,Ritual White 1105981 HOME,GR goods receipt,101,32,0183340536,03/01/2022,"9,280.00",0.00,,22/12/2021,PC,32,"4,950.75",4503840523,PC,S,ZHANGJ,WE
1473097,Ritual White 1105981 HOME,GI Sales without ED,Z51,-1,7606,03/01/2022,-290.00,-251.25,POS/8210,03/01/2022,,0.000,-147.09,,PC,H,BWREMOTE_P34,WA
1473098,Ritual Black 1105982 HOME,GR goods receipt,101,76,0183340536,03/01/2022,"22,040.00",0.00,,22/12/2021,PC,76,"11,758.04",4503840523,PC,S,ZHANGJ,WE
1473098,Ritual Black 1105982 HOME,GI Sales without ED,Z51,-1,7583,03/01/2022,-290.00,-335.00,POS/8210,03/01/2022,,0.000,-150.65,,PC,H,BWREMOTE_P34,WA
1473102,Ritual Black 1106093 OTH,GI Sales without ED,Z51,-1,7559,03/01/2022,-440.00,-510.00,POS/8210,03/01/2022,,0.000,-204.19,,PC,H,BWREMOTE_P34,WA
1473102,Ritual Black 1106093 OTH,GR goods receipt,101,39,0183340536,03/01/2022,"17,160.00",0.00,,22/12/2021,PC,39,"9,187.37",4503840523,PC,S,ZHANGJ,WE
1473103,Ritual White 1106097 OTH,GR goods receipt,101,18,0183340536,03/01/2022,"7,920.00",0.00,,22/12/2021,PC,18,"4,240.33",4503840523,PC,S,ZHANGJ,WE
1473104,Ritual Black 1106101 OTH,GR goods receipt,101,60,0183340536,03/01/2022,"26,400.00",0.00,,22/12/2021,PC,60,"14,134.42",4503840523,PC,S,ZHANGJ,WE
