Article,Article Description,Movement Type Text,Movement type,Qty in unit of entry,Reference,Entry Date,Sales Value inc. VAT,Sales Value,Document Header Text,Document Date,Order Price Unit,Qty in OPUn,Amt.in loc.cur.,Purchase order,Base Unit of Measure,Debit/Credit ind,User Name,Trans./Event Type
513315,Kiehls Ultra F. S0316500 CL,GI Sales DOMESTIC,X51,-1,13607,18/06/2022,-190.00,-180.50,POS/8210,18/06/2022,,0.000,-95.09,,PC,H,BWREMOTE_P34,WA
1047401,L'Occi Verben 15MA075VB4 HDCR,GI Sales DOMESTIC,X51,-1,13579,18/06/2022,-185.00,-195.00,POS/8210,18/06/2022,,0.000,-86.70,,PC,H,BWREMOTE_P34,WA
1416524,Ritual Sakura 1106567 BOSCR,GI Sales DOMESTIC,X51,-1,23917,18/06/2022,-145.00,-116.00,POS/8210,18/06/2022,,0.000,-50.82,,PC,H,BWREMOTE_P34,WA
1438850,Cliniq Even Better KN0Y01 WHIT,GI Sales DOMESTIC,X51,-1,23883,18/06/2022,-710.00,-705.00,POS/8210,18/06/2022,,0.000,-406.34,,PC,H,BWREMOTE_P34,WA
1456803,L'Occi Rose 24MA150R19 HDCR,GI Sales DOMESTIC,X51,-1,13603,18/06/2022,-245.00,-255.00,POS/8210,18/06/2022,,0.000,-114.57,,PC,H,BWREMOTE_P34,WA
1471331,Ritual Ayurveda 1107157 HOME,GI Sales DOMESTIC,X51,-1,13592,18/06/2022,-145.00,-140.00,POS/8210,18/06/2022,,0.000,-77.20,,PC,H,BWREMOTE_P34,WA
1471332,Ritual Mehr 1107167 HOME,GI Sales DOMESTIC,X51,-1,13588,18/06/2022,-145.00,-140.00,POS/8210,18/06/2022,,0.000,-74.66,,PC,H,BWREMOTE_P34,WA
1471337,Ritual Mehr 1109927 B+SG,GI Sales DOMESTIC,X51,-2,13588,18/06/2022,-170.00,-152.00,POS/8210,18/06/2022,,0.000,-86.25,,PC,H,BWREMOTE_P34,WA
1471350,Ritual Mehr 1109943 MIST,GI Sales DOMESTIC,X51,-1,13588,18/06/2022,-175.00,-160.00,POS/8210,18/06/2022,,0.000,-80.18,,PC,H,BWREMOTE_P34,WA
1473004,Ritual Other 1101309 LBALM,GI Sales DOMESTIC,X51,-1,23906,18/06/2022,-100.00,-120.00,POS/8210,18/06/2022,,0.000,-45.85,,PC,H,BWREMOTE_P34,WA
1473094,Ritual Floral 1105395 HOME,GI Sales DOMESTIC,X51,-1,23890,18/06/2022,-290.00,-296.00,POS/8210,18/06/2022,,0.000,-132.92,,PC,H,BWREMOTE_P34,WA
1473095,Ritual Amst 1105530 OTH,GI Sales DOMESTIC,X51,-1,23902,18/06/2022,-540.00,-459.00,POS/8210,18/06/2022,,0.000,-248.58,,PC,H,BWREMOTE_P34,WA
1473098,Ritual Black 1105982 HOME,GI Sales DOMESTIC,X51,-1,23897,18/06/2022,-290.00,-296.00,POS/8210,18/06/2022,,0.000,-151.25,,PC,H,BWREMOTE_P34,WA
1473120,Ritual Jing 1107150 CANDL,GI Sales DOMESTIC,X51,-2,23921,18/06/2022,-450.00,-367.50,POS/8210,18/06/2022,,0.000,-208.93,,PC,H,BWREMOTE_P34,WA
1473123,Ritual Ayur 1107156 OTH,GI Sales DOMESTIC,X51,-1,23933,18/06/2022,-255.00,-315.00,POS/8210,18/06/2022,,0.000,-130.12,,PC,H,BWREMOTE_P34,WA
1473123,Ritual Ayur 1107156 OTH,RE Sales DOMESTIC,X52,1,23931,18/06/2022,255.00,315.00,POS/8210,18/06/2022,,0.000,130.12,,PC,S,BWREMOTE_P34,WA
1473123,Ritual Ayur 1107156 OTH,GI Sales DOMESTIC,X51,-1,23929,18/06/2022,-255.00,-315.00,POS/8210,18/06/2022,,0.000,-130.12,,PC,H,BWREMOTE_P34,WA
1473123,Ritual Ayur 1107156 OTH,GI Sales DOMESTIC,X51,-1,23897,18/06/2022,-255.00,-252.00,POS/8210,18/06/2022,,0.000,-130.12,,PC,H,BWREMOTE_P34,WA
1473123,Ritual Ayur 1107156 OTH,GI Sales DOMESTIC,X51,-1,23890,18/06/2022,-255.00,-252.00,POS/8210,18/06/2022,,0.000,-130.12,,PC,H,BWREMOTE_P34,WA
1473125,Ritual Sakura 1107175 OTH,GI Sales DOMESTIC,X51,-1,23936,18/06/2022,-255.00,-315.00,POS/8210,18/06/2022,,0.000,-135.61,,PC,H,BWREMOTE_P34,WA
1473125,Ritual Sakura 1107175 OTH,GI Sales DOMESTIC,X51,-1,23902,18/06/2022,-255.00,-267.75,POS/8210,18/06/2022,,0.000,-135.61,,PC,H,BWREMOTE_P34,WA
1473150,Ritual Black 1109602 CANDL,GI Sales DOMESTIC,X51,-1,23917,18/06/2022,-340.00,-296.00,POS/8210,18/06/2022,,0.000,-158.01,,PC,H,BWREMOTE_P34,WA
1473151,Ritual Black 1109603 CANDL,GI Sales DOMESTIC,X51,-1,23897,18/06/2022,-370.00,-296.00,POS/8210,18/06/2022,,0.000,-170.36,,PC,H,BWREMOTE_P34,WA
1473155,Ritual White 1109609 CANDL,GI Sales DOMESTIC,X51,-1,23921,18/06/2022,-370.00,-277.50,POS/8210,18/06/2022,,0.000,-170.36,,PC,H,BWREMOTE_P34,WA
1473158,Ritual Black 1109731 OTH,GI Sales DOMESTIC,X51,-1,13592,18/06/2022,-170.00,-180.00,POS/8210,18/06/2022,,0.000,-93.26,,PC,H,BWREMOTE_P34,WA
1483633,Shisei Ultimu 70301954101 SET,GI Sales DOMESTIC,X51,-1,23909,18/06/2022,"-2,529.00","-1,771.00",POS/8210,18/06/2022,,0.000,"-1,172.34",,PC,H,BWREMOTE_P34,WA
1489483,Ritual Sakura 17916 HOME,GI Sales DOMESTIC,X51,-1,13592,18/06/2022,-155.00,-124.00,POS/8210,18/06/2022,,0.000,-71.06,,PC,H,BWREMOTE_P34,WA
1489680,Ritual Jing 1111834 BOSCR,GI Sales DOMESTIC,X51,-1,23917,18/06/2022,-170.00,-140.00,POS/8210,18/06/2022,,0.000,-78.10,,PC,H,BWREMOTE_P34,WA
1490516,Ritual Ayur 1112418 CANDL,GI Sales DOMESTIC,X51,-1,23890,18/06/2022,-225.00,-196.00,POS/8210,18/06/2022,,0.000,-111.85,,PC,H,BWREMOTE_P34,WA
74639,Boss Dark Blue 99350055080 EDTS,GI Sales DOMESTIC,X51,-1,23809,17/06/2022,-288.00,-288.00,POS/8210,17/06/2022,,0.000,-110.01,,PC,H,BWREMOTE_P34,WA
1321787,Bvlgari Man Woo 46100 EDPS,GI Sales DOMESTIC,X51,-1,23784,17/06/2022,-925.00,-768.00,POS/8210,17/06/2022,,0.000,-324.17,,PC,H,BWREMOTE_P34,WA
1325789,Lancô Teint Idol L8094600 FOUN,GI Sales DOMESTIC,X51,-1,23852,17/06/2022,-430.00,-337.50,POS/8210,17/06/2022,,0.000,-213.80,,PC,H,BWREMOTE_P34,WA
1331391,Lancô Brow Def L7599400 EBP,GI Sales DOMESTIC,X51,-1,23863,17/06/2022,-230.00,-219.52,POS/8210,17/06/2022,,0.000,-114.98,,PC,H,BWREMOTE_P34,WA
1332153,EL Advanced Nig P482010000 ECR,GI Sales DOMESTIC,X51,-1,23816,17/06/2022,-515.00,-381.50,POS/8210,17/06/2022,,0.000,-294.80,,PC,H,BWREMOTE_P34,WA
1372417,Ritual Ayurveda 1106381 B+SG,GI Sales DOMESTIC,X51,-1,23825,17/06/2022,-85.00,-68.00,POS/8210,17/06/2022,,0.000,-29.04,,PC,H,BWREMOTE_P34,WA
1378219,Shisei Benefiance 14954 CR,GI Sales DOMESTIC,X51,-2,23863,17/06/2022,"-1,420.00","-1,355.31",POS/8210,17/06/2022,,0.000,-591.52,,PC,H,BWREMOTE_P34,WA
1445405,Shisei Global 15678 SUNLO,GI Sales DOMESTIC,X51,-1,23820,17/06/2022,-391.00,-351.90,POS/8210,17/06/2022,,0.000,-162.12,,PC,H,BWREMOTE_P34,WA
1445411,Shisei Global 17013 SET,GI Sales DOMESTIC,X51,-1,23788,17/06/2022,-706.00,-701.00,POS/8210,17/06/2022,,0.000,-288.52,,PC,H,BWREMOTE_P34,WA
1457337,Ritual Amsterdam 1105532 HDCR,GI Sales DOMESTIC,X51,-1,23857,17/06/2022,-125.00,-100.00,POS/8210,17/06/2022,,0.000,-57.56,,PC,H,BWREMOTE_P34,WA
1469844,Laneig Base 111975615 CONC,GI Sales DOMESTIC,X51,-1,23863,17/06/2022,-278.00,-265.33,POS/8210,17/06/2022,,0.000,-98.48,,PC,H,BWREMOTE_P34,WA
1471334,Ritual Sakura 1107176 HOME,GI Sales DOMESTIC,X51,-1,23825,17/06/2022,-145.00,-140.00,POS/8210,17/06/2022,,0.000,-76.18,,PC,H,BWREMOTE_P34,WA
1471351,Ritual Mehr 1109945 HDCR,GI Sales DOMESTIC,X51,-1,23857,17/06/2022,-100.00,-96.00,POS/8210,17/06/2022,,0.000,-45.86,,PC,H,BWREMOTE_P34,WA
1472746,Caudal Facial Mist 320 MOI,GI Sales DOMESTIC,X51,-2,23845,17/06/2022,-140.00,-105.00,POS/8210,17/06/2022,,0.000,-54.97,,PC,H,BWREMOTE_P34,WA
1472746,Caudal Facial Mist 320 MOI,GI Sales DOMESTIC,X51,-3,23843,17/06/2022,-210.00,-157.50,POS/8210,17/06/2022,,0.000,-82.45,,PC,H,BWREMOTE_P34,WA
1472746,Caudal Facial Mist 320 MOI,GI Sales DOMESTIC,X51,-3,23839,17/06/2022,-210.00,-157.50,POS/8210,17/06/2022,,0.000,-82.46,,PC,H,BWREMOTE_P34,WA
1473004,Ritual Other 1101309 LBALM,GI Sales DOMESTIC,X51,-1,23857,17/06/2022,-100.00,-96.00,POS/8210,17/06/2022,,0.000,-45.86,,PC,H,BWREMOTE_P34,WA
1473005,Ritual Other 1101310 LBALM,GI Sales DOMESTIC,X51,-2,23857,17/06/2022,-230.00,-192.00,POS/8210,17/06/2022,,0.000,-105.67,,PC,H,BWREMOTE_P34,WA
1473092,Ritual Sakura 1105079 HDCR,GI Sales DOMESTIC,X51,-1,23857,17/06/2022,-100.00,-96.00,POS/8210,17/06/2022,,0.000,-45.85,,PC,H,BWREMOTE_P34,WA
1473102,Ritual Black 1106093 OTH,GI Sales DOMESTIC,X51,-1,23832,17/06/2022,-440.00,-459.00,POS/8210,17/06/2022,,0.000,-220.09,,PC,H,BWREMOTE_P34,WA
1477802,Sulwha TR 111173455 SET,GI Sales DOMESTIC,X51,-1,23800,17/06/2022,"-1,854.00","-1,483.20",POS/8210,17/06/2022,,0.000,-632.83,,PC,H,BWREMOTE_P34,WA
1486910,EL Skin PT2H01 SET,GI Sales DOMESTIC,X51,-1,23820,17/06/2022,"-1,380.00","-1,287.00",POS/8210,17/06/2022,,0.000,-790.79,,PC,H,BWREMOTE_P34,WA
1491684,L'Occi Aroma HKOCVKIT00488 SET,GI Sales DOMESTIC,X51,-1,23792,17/06/2022,-505.00,-453.73,POS/8210,17/06/2022,,0.000,-236.57,,PC,H,BWREMOTE_P34,WA
1496429,L'Occi Holi HKOCVKIT00480 SET,GI Sales DOMESTIC,X51,-1,23792,17/06/2022,-480.00,-431.27,POS/8210,17/06/2022,,0.000,-224.99,,PC,H,BWREMOTE_P34,WA
1512815,Anessa Perfect 18821 SUNM,GI Sales DOMESTIC,X51,-1,23863,17/06/2022,-267.00,-254.84,POS/8210,17/06/2022,,0.000,-142.85,,PC,H,BWREMOTE_P34,WA
1515676,Ritual Jing 1111991 SET,GI Sales DOMESTIC,X51,-1,23825,17/06/2022,-515.00,-412.00,POS/8210,17/06/2022,,0.000,-237.03,,PC,H,BWREMOTE_P34,WA
74639,Boss Dark Blue 99350055080 EDTS,GI Sales DOMESTIC,X51,-1,13533,16/06/2022,-288.00,-288.00,POS/8210,16/06/2022,,0.000,-110.01,,PC,H,BWREMOTE_P34,WA
221370,Kiehls Rare S1126603 MSK,GR goods receipt,101,73,0183433508,16/06/2022,"22,630.00",0.00,,13/06/2022,PC,73,"11,738.12",4503941216,PC,S,KOK,WE
1034120,Kiehls Ultra Faci S0850900 DCR,GR goods receipt,101,67,0183433508,16/06/2022,"21,105.00",0.00,,13/06/2022,PC,67,"10,807.37",4503941216,PC,S,KOK,WE
1081059,Kiehls Calendula S1388200 CL,GR goods receipt,101,28,0183433508,16/06/2022,"8,260.00",0.00,,13/06/2022,PC,28,"4,291.77",4503941216,PC,S,KOK,WE
1094216,Bioth Ho Fo Supr L5601900 ESER,GR goods receipt,101,7,0183433508,16/06/2022,"3,605.00",0.00,,13/06/2022,PC,7,"2,497.88",4503941216,PC,S,KOK,WE
1102816,Morocc Hair MO50EE HC,GI Sales DOMESTIC,X51,-1,23723,16/06/2022,-300.00,-240.00,POS/8210,16/06/2022,,0.000,-103.07,,PC,H,BWREMOTE_P34,WA
1142904,Miu Miu 77788008 EDPS,GI Sales DOMESTIC,X51,-2,23723,16/06/2022,"-1,740.00","-1,395.20",POS/8210,16/06/2022,,0.000,-676.97,,PC,H,BWREMOTE_P34,WA
1148284,Armani Designer L2859002 MUP,GI Sales DOMESTIC,X51,-1,23702,16/06/2022,-630.00,-530.00,POS/8210,16/06/2022,,0.000,-313.23,,PC,H,BWREMOTE_P34,WA
1159021,La Mer 5EXL010000 SER,GR goods receipt,101,10,0183433508,16/06/2022,"23,700.00",0.00,,13/06/2022,PC,10,"13,923.53",4503941216,PC,S,KOK,WE
1225059,Bioth Aquapower T1256500 SET,GI Sales DOMESTIC,X51,-1,23724,16/06/2022,-810.00,-788.00,POS/8210,16/06/2022,,0.000,-402.64,,PC,H,BWREMOTE_P34,WA
1263424,Gucci Bloom 99240005185 EDPS,GI Sales DOMESTIC,X51,-1,23734,16/06/2022,-679.00,-596.00,POS/8210,16/06/2022,,0.000,-264.91,,PC,H,BWREMOTE_P34,WA
1263424,Gucci Bloom 99240005185 EDPS,GI Sales DOMESTIC,X51,-1,23733,16/06/2022,-679.00,-596.00,POS/8210,16/06/2022,,0.000,-264.91,,PC,H,BWREMOTE_P34,WA
1265825,Bioth TS076500 SET,GR goods receipt,101,8,0183433508,16/06/2022,"11,320.00",0.00,,13/06/2022,PC,8,"6,111.06",4503941216,PC,S,KOK,WE
1300369,Kiehls Dermatol S2826400 CL,GR goods receipt,101,8,0183433508,16/06/2022,"2,240.00",0.00,,13/06/2022,PC,8,"1,125.98",4503941216,PC,S,KOK,WE
1321452,Armani Crema Ner L7982600 CR,GR goods receipt,101,5,0183433508,16/06/2022,"15,200.00",0.00,,13/06/2022,PC,5,"8,292.44",4503941216,PC,S,KOK,WE
1332153,EL Advanced Nig P482010000 ECR,GI Sales DOMESTIC,X51,-1,23745,16/06/2022,-515.00,-381.50,POS/8210,16/06/2022,,0.000,-294.80,,PC,H,BWREMOTE_P34,WA
1369290,Ritual Sakura 1106463 BOCR,GI Sales DOMESTIC,X51,-1,23757,16/06/2022,-185.00,-176.00,POS/8210,16/06/2022,,0.000,-63.67,,PC,H,BWREMOTE_P34,WA
1384050,Lancô Absolue Pre TS167900 SET,GR goods receipt,101,17,0183433508,16/06/2022,"145,265.00",0.00,,13/06/2022,PC,17,"77,684.59",4503941216,PC,S,KOK,WE
1390449,Lancô UV Expert TS235200 SET,GI Sales DOMESTIC,X51,-1,23694,16/06/2022,"-1,455.00","-1,476.00",POS/8210,16/06/2022,,0.000,-723.85,,PC,H,BWREMOTE_P34,WA
1401538,EL Advanced Night P9YJ01 SER,GI Sales DOMESTIC,X51,-1,23729,16/06/2022,-685.00,-335.17,POS/8210,16/06/2022,,0.000,-410.39,,PC,H,BWREMOTE_P34,WA
1414187,L'Occi Cherry 24CM150C18 HDCR,GI Sales DOMESTIC,X51,-1,23761,16/06/2022,-245.00,-255.00,POS/8210,16/06/2022,,0.000,-114.87,,PC,H,BWREMOTE_P34,WA
1416524,Ritual Sakura 1106567 BOSCR,GI Sales DOMESTIC,X51,-1,23757,16/06/2022,-145.00,-116.00,POS/8210,16/06/2022,,0.000,-50.81,,PC,H,BWREMOTE_P34,WA
1444966,Lancô Absolue F7196900 MUP,GR goods receipt,101,7,0183433507,16/06/2022,"4,620.00",0.00,,13/06/2022,PC,7,"2,374.51",4503941216,PC,S,KOK,WE
1444967,Lancô Absolue F7197000 MUP,GR goods receipt,101,1,0183433507,16/06/2022,660.00,0.00,,13/06/2022,PC,1,339.21,4503941216,PC,S,KOK,WE
1445405,Shisei Global 15678 SUNLO,GR goods receipt,101,11,0183433508,16/06/2022,"4,301.00",0.00,,13/06/2022,PC,11,"1,783.88",4503941216,PC,S,KOK,WE
1457338,Ritual Amsterdam 1105534 HOME,GI Sales DOMESTIC,X51,-1,23712,16/06/2022,-370.00,-296.00,POS/8210,16/06/2022,,0.000,-172.99,,PC,H,BWREMOTE_P34,WA
1463934,Boss H.Energi 99350065728 EDTS,GI Sales DOMESTIC,X51,-1,23745,16/06/2022,-288.00,-288.00,POS/8210,16/06/2022,,0.000,-109.98,,PC,H,BWREMOTE_P34,WA
1467954,HP H24 101563V0 EDTS,GI Sales DOMESTIC,X51,-1,23723,16/06/2022,-715.00,-580.00,POS/8210,16/06/2022,,0.000,-313.58,,PC,H,BWREMOTE_P34,WA
1469791,Clarins Extra 80071424 SET,GR goods receipt,101,7,0183433508,16/06/2022,"11,760.00",0.00,,13/06/2022,PC,7,"5,719.54",4503941216,PC,S,KOK,WE
1473150,Ritual Black 1109602 CANDL,GI Sales DOMESTIC,X51,-1,13540,16/06/2022,-340.00,-320.00,POS/8210,16/06/2022,,0.000,-158.00,,PC,H,BWREMOTE_P34,WA
1473152,Ritual Floral 1109605 CANDL,GI Sales DOMESTIC,X51,-1,13540,16/06/2022,-295.00,-320.00,POS/8210,16/06/2022,,0.000,-156.21,,PC,H,BWREMOTE_P34,WA
1473158,Ritual Black 1109731 OTH,GI Sales DOMESTIC,X51,-1,23752,16/06/2022,-170.00,-168.75,POS/8210,16/06/2022,,0.000,-93.27,,PC,H,BWREMOTE_P34,WA
1473214,La Mer Moist 59AY01 CR,GI Sales DOMESTIC,X51,-1,23761,16/06/2022,-790.00,-612.50,POS/8210,16/06/2022,,0.000,-494.90,,PC,H,BWREMOTE_P34,WA
1473454,L'Occi Rose 24LC250R20 BOLO,GI Sales DOMESTIC,X51,-1,23723,16/06/2022,-260.00,-216.00,POS/8210,16/06/2022,,0.000,-121.71,,PC,H,BWREMOTE_P34,WA
1473653,L'Occi Alm HKOCVKIT00464 SET,GI Sales DOMESTIC,X51,-2,23723,16/06/2022,"-1,240.00",-992.00,POS/8210,16/06/2022,,0.000,-582.44,,PC,H,BWREMOTE_P34,WA
1477535,Kiehls Super S3795700 CR,GR goods receipt,101,6,0183433508,16/06/2022,"3,840.00",0.00,,13/06/2022,PC,6,"1,990.18",4503941216,PC,S,KOK,WE
1482839,Shisei Ultimune 17284 SER,GI Sales DOMESTIC,X51,-1,23729,16/06/2022,-886.00,-830.66,POS/8210,16/06/2022,,0.000,-382.29,,PC,H,BWREMOTE_P34,WA
1495879,Ritual Jing 1108673 SET,GI Sales DOMESTIC,X51,-2,23712,16/06/2022,-800.00,-640.00,POS/8210,16/06/2022,,0.000,-367.37,,PC,H,BWREMOTE_P34,WA
1512814,Anessa Perfect 18526 SUNG,GI Sales DOMESTIC,X51,-1,23723,16/06/2022,-183.00,-146.40,POS/8210,16/06/2022,,0.000,-98.09,,PC,H,BWREMOTE_P34,WA
1512815,Anessa Perfect 18821 SUNM,GI Sales DOMESTIC,X51,-2,23723,16/06/2022,-534.00,-427.20,POS/8210,16/06/2022,,0.000,-285.69,,PC,H,BWREMOTE_P34,WA
1515675,Ritual Sakura 1111989 B+SG,GI Sales DOMESTIC,X51,-1,23757,16/06/2022,-95.00,-76.00,POS/8210,16/06/2022,,0.000,-43.62,,PC,H,BWREMOTE_P34,WA
221370,Kiehls Rare S1126603 MSK,GI Sales DOMESTIC,X51,-1,23643,15/06/2022,-310.00,-275.00,POS/8210,15/06/2022,,0.000,-116.17,,PC,H,BWREMOTE_P34,WA
512239,L'Occi Cherry 24MA075CB4 HDCR,GI Sales DOMESTIC,X51,-1,23643,15/06/2022,-185.00,-195.00,POS/8210,15/06/2022,,0.000,-86.63,,PC,H,BWREMOTE_P34,WA
559813,Shisei Bio Perform 10321 CR,GI Sales DOMESTIC,X51,-1,23611,15/06/2022,-805.00,-644.00,POS/8210,15/06/2022,,0.000,-311.75,,PC,H,BWREMOTE_P34,WA
864147,La Mer 22TW010000 HCR,GI Sales DOMESTIC,X51,-1,23657,15/06/2022,-790.00,-835.00,POS/8210,15/06/2022,,0.000,-471.34,,PC,H,BWREMOTE_P34,WA
864907,Kiehls Facial Fu S0400204 FL,GI Sales DOMESTIC,X51,-1,23611,15/06/2022,-355.00,-284.00,POS/8210,15/06/2022,,0.000,-177.29,,PC,H,BWREMOTE_P34,WA
886064,L'Occi Cherry 24LC250CB4 BL,GI Sales DOMESTIC,X51,-1,23643,15/06/2022,-260.00,-270.00,POS/8210,15/06/2022,,0.000,-121.69,,PC,H,BWREMOTE_P34,WA
1005801,EL Double Wear 1G5Y66 MUP,GI Sales DOMESTIC,X51,-1,23647,15/06/2022,-405.00,-340.00,POS/8210,15/06/2022,,0.000,-239.10,,PC,H,BWREMOTE_P34,WA
1265680,YSL Encre L7138000 MUP,GI Sales DOMESTIC,X51,-1,23611,15/06/2022,-615.00,-492.00,POS/8210,15/06/2022,,0.000,-293.16,,PC,H,BWREMOTE_P34,WA
1311074,L'Oréa Micellar A8951000 CL,GI Sales DOMESTIC,X51,-1,23639,15/06/2022,-90.00,-90.00,POS/8210,15/06/2022,,0.000,-50.50,,PC,H,BWREMOTE_P34,WA
1334509,EL P7PM01 MUP SET,GI Sales DOMESTIC,X51,-1,23611,15/06/2022,-730.00,-612.00,POS/8210,15/06/2022,,0.000,-417.89,,PC,H,BWREMOTE_P34,WA
1438191,Ritual Ayurveda 1105146 HDCR,GI Sales DOMESTIC,X51,-2,23653,15/06/2022,-200.00,-160.00,POS/8210,15/06/2022,,0.000,-91.71,,PC,H,BWREMOTE_P34,WA
1444368,Lancô Clarifique LA470600 SER,GI Sales DOMESTIC,X51,-1,23626,15/06/2022,"-1,115.00",-823.00,POS/8210,15/06/2022,,0.000,-554.50,,PC,H,BWREMOTE_P34,WA
1457334,Ritual Amsterdam 1105524 BOCR,GI Sales DOMESTIC,X51,-1,23653,15/06/2022,-225.00,-188.00,POS/8210,15/06/2022,,0.000,-106.59,,PC,H,BWREMOTE_P34,WA
1458639,EL Advanced Night PLWJ01 SET,GI Sales DOMESTIC,X51,-1,23647,15/06/2022,"-2,230.00","-1,852.00",POS/8210,15/06/2022,,0.000,"-1,276.64",,PC,H,BWREMOTE_P34,WA
1458780,EL Advanced Night PLWK01 SET,GI Sales DOMESTIC,X51,-1,23648,15/06/2022,"-1,270.00",-931.00,POS/8210,15/06/2022,,0.000,-739.15,,PC,H,BWREMOTE_P34,WA
1463421,Shisei Vital P 16380 EMSK,GI Sales DOMESTIC,X51,-2,23657,15/06/2022,"-1,194.00",-955.20,POS/8210,15/06/2022,,0.000,-540.20,,PC,H,BWREMOTE_P34,WA
1465865,EL Futurist PFGR01 PRI,GI Sales DOMESTIC,X51,-1,23647,15/06/2022,-415.00,-348.00,POS/8210,15/06/2022,,0.000,-237.50,,PC,H,BWREMOTE_P34,WA
1471240,Shisei Vital P 18677 SET,GI Sales DOMESTIC,X51,-3,23611,15/06/2022,"-4,944.00","-3,955.20",POS/8210,15/06/2022,,0.000,"-2,185.13",,PC,H,BWREMOTE_P34,WA
1471338,Ritual Mehr 1109931 BOCR,GI Sales DOMESTIC,X51,-1,23657,15/06/2022,-185.00,-176.00,POS/8210,15/06/2022,,0.000,-92.31,,PC,H,BWREMOTE_P34,WA
1471351,Ritual Mehr 1109945 HDCR,GI Sales DOMESTIC,X51,-1,23653,15/06/2022,-100.00,-96.00,POS/8210,15/06/2022,,0.000,-45.85,,PC,H,BWREMOTE_P34,WA
1472740,Caudal Vinoclean 307 CL,GI Sales DOMESTIC,X51,-1,23661,15/06/2022,-190.00,-190.00,POS/8210,15/06/2022,,0.000,-73.30,,PC,H,BWREMOTE_P34,WA
1473092,Ritual Sakura 1105079 HDCR,GI Sales DOMESTIC,X51,-1,23653,15/06/2022,-100.00,-96.00,POS/8210,15/06/2022,,0.000,-45.86,,PC,H,BWREMOTE_P34,WA
1473093,Ritual Jing 1105147 HDCR,GI Sales DOMESTIC,X51,-2,23653,15/06/2022,-200.00,-192.00,POS/8210,15/06/2022,,0.000,-104.96,,PC,H,BWREMOTE_P34,WA
1473093,Ritual Jing 1105147 HDCR,GI Sales DOMESTIC,X51,-1,23657,15/06/2022,-100.00,-96.00,POS/8210,15/06/2022,,0.000,-52.48,,PC,H,BWREMOTE_P34,WA
1473105,Ritual White 1106105 OTH,GI Sales DOMESTIC,X51,-1,23630,15/06/2022,-440.00,-432.00,POS/8210,15/06/2022,,0.000,-201.66,,PC,H,BWREMOTE_P34,WA
1473157,Ritual White 1109730 OTH,GI Sales DOMESTIC,X51,-1,23657,15/06/2022,-225.00,-180.00,POS/8210,15/06/2022,,0.000,-103.63,,PC,H,BWREMOTE_P34,WA
1473159,Ritual Amst 1109732 OTH,GI Sales DOMESTIC,X51,-4,23630,15/06/2022,-680.00,-720.00,POS/8210,15/06/2022,,0.000,-351.88,,PC,H,BWREMOTE_P34,WA
1473160,Ritual Mehr 1109907 OTH,GI Sales DOMESTIC,X51,-1,23668,15/06/2022,-155.00,-200.00,POS/8210,15/06/2022,,0.000,-81.51,,PC,H,BWREMOTE_P34,WA
1473365,EL Re-Nutriv PNWN01 SET,GI Sales DOMESTIC,X51,-1,23647,15/06/2022,"-5,030.00","-4,288.00",POS/8210,15/06/2022,,0.000,"-3,166.11",,PC,H,BWREMOTE_P34,WA
1482760,Caudal Facial Mist 2803 SET,GI Sales DOMESTIC,X51,-1,23635,15/06/2022,-420.00,-420.00,POS/8210,15/06/2022,,0.000,-149.64,,PC,H,BWREMOTE_P34,WA
1483633,Shisei Ultimu 70301954101 SET,GI Sales DOMESTIC,X51,-1,23612,15/06/2022,"-2,529.00","-1,771.00",POS/8210,15/06/2022,,0.000,"-1,172.34",,PC,H,BWREMOTE_P34,WA
13737,Ver The Dreamer V15008 EDTS,GR goods receipt,101,15,0183425792,14/06/2022,"2,820.00",0.00,,31/05/2022,PC,15,982.09,4503944216,PC,S,KOK,WE
1204465,Clarins Extra Firm 8001539 SER,GR goods receipt,101,3,0183425793,14/06/2022,"1,290.00",0.00,,31/05/2022,PC,3,630.98,4503947542,PC,S,KOK,WE
1372691,L'Oréa Revita G3627000 DCR,RE Sales DOMESTIC,X52,1,13492,14/06/2022,345.00,337.25,POS/8210,14/06/2022,,0.000,159.01,,PC,S,BWREMOTE_P34,WA
1372691,L'Oréa Revita G3627000 DCR,GI Sales DOMESTIC,X51,-1,13485,14/06/2022,-345.00,-337.25,POS/8210,14/06/2022,,0.000,-159.00,,PC,H,BWREMOTE_P34,WA
1389727,Morocc Hair MO25EE HC,GI Sales DOMESTIC,X51,-1,13477,14/06/2022,-185.00,-156.49,POS/8210,14/06/2022,,0.000,-55.82,,PC,H,BWREMOTE_P34,WA
1412887,HP 100965V0 COFF,GI Sales DOMESTIC,X51,-2,23576,14/06/2022,"-1,280.00","-1,170.00",POS/8210,14/06/2022,,0.000,-387.71,,PC,H,BWREMOTE_P34,WA
1440777,Chloé Coffret 64220113000 COFF,GI Sales DOMESTIC,X51,-1,13477,14/06/2022,-463.00,-392.51,POS/8210,14/06/2022,,0.000,-180.12,,PC,H,BWREMOTE_P34,WA
1448970,Anessa Perfect 16172 SUNM,GI Sales DOMESTIC,X51,-1,23576,14/06/2022,-273.00,-189.00,POS/8210,14/06/2022,,0.000,-126.32,,PC,H,BWREMOTE_P34,WA
